CountryCode,Government,PaymentType,UnitMeasure,Volume,ValuationMethod,Currency,Amount,CompanyName,CompanyNumber,Notes,ReportName,ReportEndDate,Version,ReportNotes,FilingDate
BRA,Secretaria da Receita Federal do Brasil,Royalties,,0,,USD,537757000,BG Group Ltd,03690065,,Extractives Report,2015-12-31,1,,27 Jun 2016
EGY,Egyptian Tax Authority,Tax,,0,,USD,14315000,BG Group Ltd,03690065,,Extractives Report,2015-12-31,1,,27 Jun 2016
EGY,Egyptian General Petroleum Company,ProductionEntitlements,In kind payments,18430000,prevailing market price,USD,477019000,BG Group Ltd,03690065,,Extractives Report,2015-12-31,1,,27 Jun 2016
IND,Income Tax Department,Tax,,0,,USD,23502000,BG Group Ltd,03690065,,Extractives Report,2015-12-31,1,,27 Jun 2016
IND,Ministry of Petroleum and Natural Gas,ProductionEntitlements,,0,,USD,81145000,BG Group Ltd,03690065,,Extractives Report,2015-12-31,1,,27 Jun 2016
IND,Ministry of Petroleum and Natural Gas,Royalties,,0,,USD,42313000,BG Group Ltd,03690065,,Extractives Report,2015-12-31,1,,27 Jun 2016
IND,Central Board of Excise and Customs,Royalties,,0,,USD,12455000,BG Group Ltd,03690065,,Extractives Report,2015-12-31,1,,27 Jun 2016
KAZ,State Revenue Committee of the Ministry of Finance of the Republic of Kazakhstan,Tax,,0,,USD,194629000,BG Group Ltd,03690065,,Extractives Report,2015-12-31,1,,27 Jun 2016
KEN,Ministry of Energy,Fees,,0,,USD,528000,BG Group Ltd,03690065,,Extractives Report,2015-12-31,1,,27 Jun 2016
NOR,Oil Tax Office,Tax,,0,,USD,-24642000,BG Group Ltd,03690065,Amounts recieved from government,Extractives Report,2015-12-31,1,,27 Jun 2016
NOR,Oiljedirektorater,Fees,,0,,USD,768000,BG Group Ltd,03690065,,Extractives Report,2015-12-31,1,,27 Jun 2016
TZA,Tanzania Petroleum Development Corporation,Fees,,0,,USD,537000,BG Group Ltd,03690065,,Extractives Report,2015-12-31,1,,27 Jun 2016
THA,Revenue Department,Tax,,0,,USD,160577000,BG Group Ltd,03690065,,Extractives Report,2015-12-31,1,,27 Jun 2016
THA,Department of Minerals Fuels,Royalties,,0,,USD,77911000,BG Group Ltd,03690065,,Extractives Report,2015-12-31,1,,27 Jun 2016
THA,Ministry of Energy,Royalties,,0,,USD,24812000,BG Group Ltd,03690065,,Extractives Report,2015-12-31,1,,27 Jun 2016
TTO,Ministry of Energy and Energy Industries,ProductionEntitlements,,0,,USD,205285000,BG Group Ltd,03690065,,Extractives Report,2015-12-31,1,,27 Jun 2016
TTO,Ministry of Energy and Energy Industries,Royalties,,0,,USD,5951000,BG Group Ltd,03690065,,Extractives Report,2015-12-31,1,,27 Jun 2016
TTO,Ministry of Energy and Energy Industries,Fees,,0,,USD,6740000,BG Group Ltd,03690065,,Extractives Report,2015-12-31,1,,27 Jun 2016
TTO,Ministry of Finance - Inland Revenue Division,Tax,,0,,USD,11761000,BG Group Ltd,03690065,,Extractives Report,2015-12-31,1,,27 Jun 2016
TTO,Ministry of Finance - Inland Revenue Division,Royalties,,0,,USD,454000,BG Group Ltd,03690065,,Extractives Report,2015-12-31,1,,27 Jun 2016
TUN,Monsieur le Receveur des Finances du Lac,Tax,,0,,USD,66506000,BG Group Ltd,03690065,,Extractives Report,2015-12-31,1,,27 Jun 2016
TUN,Monsieur le Receveur des Finances du Lac,Royalties,,0,,USD,27660000,BG Group Ltd,03690065,,Extractives Report,2015-12-31,1,,27 Jun 2016
TUN,Entreprise Tunisienne d’Activités Pétrolières,Royalties,In kind payments,185000,prevailing market price,USD,7199000,BG Group Ltd,03690065,,Extractives Report,2015-12-31,1,,27 Jun 2016
GBR,Her Majesty's Revenue & Customs,Tax,,0,,USD,406462000,BG Group Ltd,03690065,,Extractives Report,2015-12-31,1,,27 Jun 2016
GBR,Department of Energy and Climate Change,Fees,,0,,USD,1562000,BG Group Ltd,03690065,,Extractives Report,2015-12-31,1,,27 Jun 2016
GBR,Health and Safety Executive,Fees,,0,,USD,324000,BG Group Ltd,03690065,,Extractives Report,2015-12-31,1,,27 Jun 2016
URY,"Administración Nacional de Combustibles, Alcoholes y Portland",Fees,,0,,USD,300000,BG Group Ltd,03690065,,Extractives Report,2015-12-31,1,,27 Jun 2016
